name,strand,chr,intersections
YHL048W,+,chrVIII,191
YHL046W-A,+,chrVIII,3
YHL047C,-,chrVIII,59
YHL046C,-,chrVIII,606
YHL045W,+,chrVIII,2
YHL044W,+,chrVIII,23
YHL043W,+,chrVIII,4
YHL042W,+,chrVIII,16
YHL041W,+,chrVIII,9
YHL040C,-,chrVIII,77
YHL039W,+,chrVIII,269
YHL038C,-,chrVIII,121
YHL037C,-,chrVIII,11
YHL036W,+,chrVIII,27
YHL035C,-,chrVIII,87
YHL034W-A,+,chrVIII,11
YHL034C,-,chrVIII,1428
YHL033C,-,chrVIII,1627
YHL032C,-,chrVIII,43
YHL030W-A,+,chrVIII,5
YHL031C,-,chrVIII,278
YHL030W,+,chrVIII,129
YHL029C,-,chrVIII,114
YHL028W,+,chrVIII,47
YHL027W,+,chrVIII,170
YHL026C,-,chrVIII,65
YHL025W,+,chrVIII,116
YHL024W,+,chrVIII,89
YHL023C,-,chrVIII,4746
YHL022C,-,chrVIII,89
YHL021C,-,chrVIII,45
YHL020C,-,chrVIII,257
YHL019W-A,+,chrVIII,23
YHL019C,-,chrVIII,121
YHL018W,+,chrVIII,24
YHL017W,+,chrVIII,73
YHL016C,-,chrVIII,115
YHL015W-A,+,chrVIII,3
YHL015W,+,chrVIII,3163
YHL014C,-,chrVIII,74
YHL013C,-,chrVIII,302
YHL012W,+,chrVIII,22
YHL011C,-,chrVIII,624
YHL010C,-,chrVIII,114
YHL009C,-,chrVIII,91
YHL009W-A,+,chrVIII,57
YHL009W-B,+,chrVIII,50
YHL009W-B,+,chrVIII,379
YHL008C,-,chrVIII,193
YHL006W-A,+,chrVIII,16
YHL007C,-,chrVIII,449
YHL006C,-,chrVIII,111
YHL004W,+,chrVIII,73
YHL005C,-,chrVIII,33
YHL003C,-,chrVIII,519
YHL002W,+,chrVIII,297
YHL002C-A,-,chrVIII,4
YHL001W,+,chrVIII,36
YHL001W,+,chrVIII,7743
YHR001W,+,chrVIII,119
YHR001W-A,+,chrVIII,51
YHR001W-A,+,chrVIII,307
YHR002W,+,chrVIII,56
YHR003C,-,chrVIII,218
YHR004C,-,chrVIII,121
YHR005C,-,chrVIII,138
YHR005C-A,-,chrVIII,1480
YHR006W,+,chrVIII,254
YHR007C,-,chrVIII,3937
YHR007C-A,-,chrVIII,520
YHR008C,-,chrVIII,924
YHR009C,-,chrVIII,97
YHR010W,+,chrVIII,277
YHR010W,+,chrVIII,2298
YHR011W,+,chrVIII,54
YHR012W,+,chrVIII,10
YHR012W,+,chrVIII,108
YHR013C,-,chrVIII,254
YHR014W,+,chrVIII,22
YHR015W,+,chrVIII,39
YHR016C,-,chrVIII,77
YHR016C,-,chrVIII,3
YHR017W,+,chrVIII,96
YHR018C,-,chrVIII,614
YHR019C,-,chrVIII,827
YHR020W,+,chrVIII,1781
YHR021C,-,chrVIII,625
YHR021C,-,chrVIII,59
YHR021W-A,+,chrVIII,18
YHR022C,-,chrVIII,111
YHR022C-A,-,chrVIII,4
YHR023W,+,chrVIII,1000
YHR024C,-,chrVIII,161
YHR025W,+,chrVIII,466
YHR026W,+,chrVIII,145
YHR027C,-,chrVIII,1943
YHR028W-A,+,chrVIII,18
YHR028C,-,chrVIII,1034
YHR029C,-,chrVIII,92
YHR030C,-,chrVIII,616
YHR031C,-,chrVIII,73
YHR032W,+,chrVIII,66
YHR032W-A,+,chrVIII,72
YHR032C-A,-,chrVIII,12
YHR033W,+,chrVIII,229
YHR034C,-,chrVIII,40
YHR035W,+,chrVIII,60
YHR036W,+,chrVIII,64
YHR037W,+,chrVIII,102
YHR038W,+,chrVIII,104
YHR039C,-,chrVIII,147
YHR039C-A,-,chrVIII,1797
YHR039C-A,-,chrVIII,772
YHR040W,+,chrVIII,1161
YHR041C,-,chrVIII,63
YHR041C,-,chrVIII,3
YHR042W,+,chrVIII,760
YHR043C,-,chrVIII,775
YHR044C,-,chrVIII,23
YHR045W,+,chrVIII,174
YHR046C,-,chrVIII,46
YHR047C,-,chrVIII,277
YHR048W,+,chrVIII,51
YHR049W,+,chrVIII,1068
YHR049C-A,-,chrVIII,4
YHR050W,+,chrVIII,85
YHR050W-A,+,chrVIII,91
YHR051W,+,chrVIII,361
YHR052W,+,chrVIII,1261
YHR052W-A,+,chrVIII,29
YHR053C,-,chrVIII,73922
YHR054C,-,chrVIII,7263
YHR054W-A,+,chrVIII,29
YHR055C,-,chrVIII,74438
YHR056W-A,+,chrVIII,15
YHR056C,-,chrVIII,530
YHR057C,-,chrVIII,90
YHR058C,-,chrVIII,76
YHR059W,+,chrVIII,170
YHR060W,+,chrVIII,360
YHR061C,-,chrVIII,28
YHR062C,-,chrVIII,135
YHR063C,-,chrVIII,232
YHR063W-A,+,chrVIII,14
YHR064C,-,chrVIII,2566
YHR065C,-,chrVIII,709
YHR066W,+,chrVIII,1050
YHR067W,+,chrVIII,97
YHR068W,+,chrVIII,751
YHR069C,-,chrVIII,190
YHR070W,+,chrVIII,165
YHR069C-A,-,chrVIII,27
YHR070C-A,-,chrVIII,4
YHR071W,+,chrVIII,9298
YHR072W,+,chrVIII,223
YHR071C-A,-,chrVIII,12
YHR072W-A,+,chrVIII,765
YHR073W,+,chrVIII,339
YHR073W-A,+,chrVIII,101
YHR073C-B,-,chrVIII,3
YHR074W,+,chrVIII,141
YHR075C,-,chrVIII,25
YHR076W,+,chrVIII,9
YHR076W,+,chrVIII,143
YHR077C,-,chrVIII,618
YHR077C,-,chrVIII,39
YHR078W,+,chrVIII,240
YHR079C,-,chrVIII,269
YHR079C-A,-,chrVIII,12
YHR079C-A,-,chrVIII,17
YHR080C,-,chrVIII,189
YHR081W,+,chrVIII,766
YHR082C,-,chrVIII,681
YHR083W,+,chrVIII,122
YHR084W,+,chrVIII,4669
YHR085W,+,chrVIII,112
YHR086W,+,chrVIII,62
YHR086W-A,+,chrVIII,6
YHR087W,+,chrVIII,172
YHR088W,+,chrVIII,628
YHR089C,-,chrVIII,3065
YHR090C,-,chrVIII,228
YHR091C,-,chrVIII,100
YHR092C,-,chrVIII,792
YHR093W,+,chrVIII,9
YHR094C,-,chrVIII,1199
YHR095W,+,chrVIII,792
YHR096C,-,chrVIII,28
YHR097C,-,chrVIII,235
YHR097C,-,chrVIII,76
YHR098C,-,chrVIII,438
YHR099W,+,chrVIII,671
YHR100C,-,chrVIII,74
YHR101C,-,chrVIII,53
YHR101C,-,chrVIII,5
YHR102W,+,chrVIII,174
YHR103W,+,chrVIII,522
YHR104W,+,chrVIII,236
YHR105W,+,chrVIII,30
YHR106W,+,chrVIII,41
YHR107C,-,chrVIII,826
YHR108W,+,chrVIII,439
YHR109W,+,chrVIII,45
YHR110W,+,chrVIII,237
YHR111W,+,chrVIII,175
YHR112C,-,chrVIII,166
YHR113W,+,chrVIII,105
YHR114W,+,chrVIII,216
YHR115C,-,chrVIII,223
YHR116W,+,chrVIII,59
YHR117W,+,chrVIII,369
YHR118C,-,chrVIII,137
YHR119W,+,chrVIII,453
YHR120W,+,chrVIII,154
YHR121W,+,chrVIII,315
YHR122W,+,chrVIII,79
YHR123W,+,chrVIII,6
YHR123W,+,chrVIII,80
YHR124W,+,chrVIII,37
YHR125W,+,chrVIII,8
YHR126C,-,chrVIII,7
YHR127W,+,chrVIII,181
YHR128W,+,chrVIII,819
YHR129C,-,chrVIII,42
YHR130C,-,chrVIII,48
YHR131W-A,+,chrVIII,5
YHR131C,-,chrVIII,117
YHR132C,-,chrVIII,135
YHR132W-A,+,chrVIII,81
YHR133C,-,chrVIII,88
YHR134W,+,chrVIII,96
YHR135C,-,chrVIII,462
YHR136C,-,chrVIII,106
YHR137W,+,chrVIII,148
YHR137C-A,-,chrVIII,7
YHR138C,-,chrVIII,139
YHR139C,-,chrVIII,81
YHR139C-A,-,chrVIII,9
YHR140W,+,chrVIII,21
YHR141C,-,chrVIII,5251
YHR141C,-,chrVIII,39
YHR142W,+,chrVIII,175
YHR143W,+,chrVIII,309
YHR143W-A,+,chrVIII,197
YHR144C,-,chrVIII,61
YHR145C,-,chrVIII,2355
YHR146W,+,chrVIII,1102
YHR147C,-,chrVIII,79
YHR148W,+,chrVIII,174
YHR149C,-,chrVIII,97
YHR150W,+,chrVIII,69
YHR151C,-,chrVIII,47
YHR152W,+,chrVIII,272
YHR153C,-,chrVIII,27
YHR154W,+,chrVIII,597
YHR155W,+,chrVIII,144
YHR156C,-,chrVIII,163
YHR157W,+,chrVIII,8
YHR158C,-,chrVIII,341
YHR159W,+,chrVIII,95
YHR160C,-,chrVIII,26
YHR161C,-,chrVIII,217
YHR162W,+,chrVIII,3571
YHR163W,+,chrVIII,562
YHR164C,-,chrVIII,248
YHR165W-A,+,chrVIII,4
YHR165C,-,chrVIII,438
YHR166C,-,chrVIII,107
YHR167W,+,chrVIII,52
YHR168W,+,chrVIII,70
YHR169W,+,chrVIII,343
YHR170W,+,chrVIII,1236
YHR171W,+,chrVIII,42
YHR172W,+,chrVIII,78
YHR173C,-,chrVIII,28
YHR174W,+,chrVIII,3981
YHR175W,+,chrVIII,201
YHR175W-A,+,chrVIII,87
YHR176W,+,chrVIII,74
YHR177W,+,chrVIII,14
YHR178W,+,chrVIII,84
YHR179W,+,chrVIII,2154
YHR180W,+,chrVIII,20
YHR180W-A,+,chrVIII,36
YHR180C-B,-,chrVIII,9
YHR181W,+,chrVIII,103
YHR182W,+,chrVIII,225
YHR183W,+,chrVIII,3528
YHR182C-A,-,chrVIII,13
YHR184W,+,chrVIII,55
YHR185C,-,chrVIII,12
YHR186C,-,chrVIII,101
YHR187W,+,chrVIII,79
YHR188C,-,chrVIII,292
YHR189W,+,chrVIII,43
YHR190W,+,chrVIII,1423
YHR191C,-,chrVIII,50
YHR192W,+,chrVIII,224
YHR193C,-,chrVIII,2046
YHR194W,+,chrVIII,61
YHR193C-A,-,chrVIII,4
YHR195W,+,chrVIII,249
YHR196W,+,chrVIII,712
YHR197W,+,chrVIII,402
YHR198C,-,chrVIII,75
YHR199C,-,chrVIII,176
YHR199C-A,-,chrVIII,12
YHR199C-A,-,chrVIII,13
YHR200W,+,chrVIII,458
YHR201C,-,chrVIII,275
YHR202W,+,chrVIII,52
YHR203C,-,chrVIII,1846
YHR203C,-,chrVIII,48
YHR204W,+,chrVIII,1202
YHR205W,+,chrVIII,465
YHR206W,+,chrVIII,61
YHR207C,-,chrVIII,65
YHR208W,+,chrVIII,517
YHR209W,+,chrVIII,119
YHR210C,-,chrVIII,21
YHR211W,+,chrVIII,85
YHR212C,-,chrVIII,11
YHR212W-A,+,chrVIII,4
YHR213W,+,chrVIII,10
YHR213W-A,+,chrVIII,4
YHR213W-B,+,chrVIII,1
YHR214W,+,chrVIII,12
YHR214W-A,+,chrVIII,228
YHR214C-B,-,chrVIII,56728
YHR214C-B,-,chrVIII,19587
YHR214C-C,-,chrVIII,19597
YHR214C-D,-,chrVIII,9
YHR214C-E,-,chrVIII,22
YHR215W,+,chrVIII,100
YHR216W,+,chrVIII,748
YHR217C,-,chrVIII,53
YHR218W,+,chrVIII,56
YHR218W,+,chrVIII,368
YHR218W-A,+,chrVIII,322
YHR219W,+,chrVIII,1424
YHR219C-A,-,chrVIII,12
YIL177W-A,+,chrIX,5
YIL177C,-,chrIX,1062
YIL177C,-,chrIX,94
YIL176C,-,chrIX,43
YIL175W,+,chrIX,2
YIL174W,+,chrIX,1
YIL173W,+,chrIX,120
YIL171W-A,+,chrIX,1
YIL172C,-,chrIX,48
YIL171W,+,chrIX,5
YIL170W,+,chrIX,27
YIL169C,-,chrIX,78
YIL167W,+,chrIX,83
YIL166C,-,chrIX,41
YIL165C,-,chrIX,25
YIL164C,-,chrIX,4
YIL163C,-,chrIX,21
YIL162W,+,chrIX,37
YIL161W,+,chrIX,550
YIL160C,-,chrIX,11
YIL159W,+,chrIX,287
YIL158W,+,chrIX,221
YIL156W-A,+,chrIX,87
YIL157C,-,chrIX,127
YIL156W-B,+,chrIX,96
YIL156W-B,+,chrIX,154
YIL156W,+,chrIX,213
YIL155C,-,chrIX,127
YIL154C,-,chrIX,101
YIL153W,+,chrIX,76
YIL152W,+,chrIX,277
YIL151C,-,chrIX,167
YIL150C,-,chrIX,108
YIL149C,-,chrIX,1682
YIL148W,+,chrIX,32
YIL148W,+,chrIX,15116
YIL147C,-,chrIX,408
YIL146C,-,chrIX,55
YIL145C,-,chrIX,1665
YIL144W,+,chrIX,314
YIL143C,-,chrIX,177
YIL142W,+,chrIX,850
YIL142C-A,-,chrIX,15
YIL141W,+,chrIX,33
YIL140W,+,chrIX,139
YIL139C,-,chrIX,59
YIL138C,-,chrIX,1170
YIL137C,-,chrIX,736
YIL136W,+,chrIX,165
YIL135C,-,chrIX,187
YIL134C-A,-,chrIX,15
YIL134W,+,chrIX,84
YIL133C,-,chrIX,1846
YIL133C,-,chrIX,24
YIL132C,-,chrIX,52
YIL131C,-,chrIX,138
YIL130W,+,chrIX,362
YIL129C,-,chrIX,244
YIL128W,+,chrIX,274
YIL127C,-,chrIX,966
YIL126W,+,chrIX,1276
YIL125W,+,chrIX,484
YIL124W,+,chrIX,239
YIL123W,+,chrIX,835
YIL122W,+,chrIX,251
YIL121W,+,chrIX,74
YIL120W,+,chrIX,29
YIL119C,-,chrIX,59
YIL118W,+,chrIX,415
YIL117C,-,chrIX,267
YIL116W,+,chrIX,75
YIL115W-A,+,chrIX,9
YIL115C,-,chrIX,593
YIL114C,-,chrIX,15
YIL113W,+,chrIX,30
YIL112W,+,chrIX,622
YIL111W,+,chrIX,8
YIL111W,+,chrIX,91
YIL110W,+,chrIX,121
YIL109C,-,chrIX,291
YIL108W,+,chrIX,192
YIL107C,-,chrIX,3096
YIL106W,+,chrIX,4
YIL106W,+,chrIX,180
YIL105W-A,+,chrIX,5
YIL105C,-,chrIX,285
YIL104C,-,chrIX,244
YIL103W,+,chrIX,186
YIL102C-A,-,chrIX,103
YIL102C,-,chrIX,2
YIL101C,-,chrIX,54
YIL100W,+,chrIX,8
YIL100C-A,-,chrIX,51
YIL099W,+,chrIX,56
YIL098C,-,chrIX,129
YIL097W,+,chrIX,132
YIL096C,-,chrIX,240
YIL095W,+,chrIX,147
YIL094C,-,chrIX,715
YIL093C,-,chrIX,179
YIL092W,+,chrIX,126
YIL091C,-,chrIX,679
YIL090W,+,chrIX,133
YIL089W,+,chrIX,13
YIL088C,-,chrIX,185
YIL087C,-,chrIX,72
YIL086C,-,chrIX,87
YIL085C,-,chrIX,183
YIL084C,-,chrIX,136
YIL083C,-,chrIX,161
YIL082W,+,chrIX,32
YIL082W-A,+,chrIX,32
YIL082W-A,+,chrIX,198
YIL079C,-,chrIX,162
YIL078W,+,chrIX,4403
YIL077C,-,chrIX,73
YIL076W,+,chrIX,728
YIL075C,-,chrIX,1689
YIL074C,-,chrIX,83
YIL073C,-,chrIX,53
YIL073C,-,chrIX,1
YIL072W,+,chrIX,69
YIL071W-A,+,chrIX,10
YIL071C,-,chrIX,63
YIL070C,-,chrIX,90
YIL069C,-,chrIX,8339
YIL069C,-,chrIX,54
YIL068W-A,+,chrIX,6
YIL068C,-,chrIX,311
YIL066W-A,+,chrIX,6
YIL067C,-,chrIX,77
YIL066C,-,chrIX,31
YIL065C,-,chrIX,492
YIL064W,+,chrIX,218
YIL063C,-,chrIX,528
YIL062C,-,chrIX,285
YIL061C,-,chrIX,73
YIL060W,+,chrIX,2273
YIL058W,+,chrIX,0
YIL059C,-,chrIX,97
YIL057C,-,chrIX,22
YIL056W,+,chrIX,283
YIL055C,-,chrIX,63
YIL054W,+,chrIX,16
YIL053W,+,chrIX,2893
YIL052C,-,chrIX,7221
YIL052C,-,chrIX,143
YIL051C,-,chrIX,251
YIL050W,+,chrIX,101
YIL049W,+,chrIX,48
YIL048W,+,chrIX,123
YIL047C-A,-,chrIX,446
YIL047C,-,chrIX,496
YIL046W-A,+,chrIX,18
YIL046W,+,chrIX,71
YIL045W,+,chrIX,124
YIL044C,-,chrIX,285
YIL043C,-,chrIX,155
YIL042C,-,chrIX,36
YIL041W,+,chrIX,137
YIL040W,+,chrIX,112
YIL039W,+,chrIX,179
YIL038C,-,chrIX,708
YIL037C,-,chrIX,33
YIL036W,+,chrIX,334
YIL035C,-,chrIX,509
YIL034C,-,chrIX,209
YIL033C,-,chrIX,246
YIL032C,-,chrIX,29
YIL031W,+,chrIX,149
YIL030W-A,+,chrIX,46
YIL029W-A,+,chrIX,5
YIL030C,-,chrIX,177
YIL029C,-,chrIX,164
YIL028W,+,chrIX,7
YIL027C,-,chrIX,594
YIL026C,-,chrIX,291
YIL025C,-,chrIX,32
YIL024C,-,chrIX,39
YIL023C,-,chrIX,265
YIL022W,+,chrIX,311
YIL021W,+,chrIX,729
YIL021C-A,-,chrIX,5
YIL020C-A,-,chrIX,30
YIL020C,-,chrIX,40
YIL019W,+,chrIX,420
YIL018W,+,chrIX,3
YIL018W,+,chrIX,2305
YIL017C,-,chrIX,70
YIL016W,+,chrIX,359
YIL015W,+,chrIX,132
YIL014C-A,-,chrIX,25
YIL014W,+,chrIX,256
YIL013C,-,chrIX,64
YIL012W,+,chrIX,6
YIL011W,+,chrIX,30
YIL010W,+,chrIX,61
YIL009C-A,-,chrIX,43
YIL009C-A,-,chrIX,38
YIL009W,+,chrIX,151
YIL008W,+,chrIX,380
YIL007C,-,chrIX,50
YIL006W,+,chrIX,55
YIL005W,+,chrIX,557
YIL004C,-,chrIX,98
YIL004C,-,chrIX,2
YIL003W,+,chrIX,281
YIL002W-A,+,chrIX,869
YIL002C,-,chrIX,94
YIL001W,+,chrIX,67
YIR001C,-,chrIX,270
YIR002C,-,chrIX,281
YIR003W,+,chrIX,190
YIR004W,+,chrIX,857
YIR005W,+,chrIX,70
YIR006C,-,chrIX,797
YIR007W,+,chrIX,40
YIR008C,-,chrIX,47
YIR009W,+,chrIX,33
YIR010W,+,chrIX,422
YIR011C,-,chrIX,178
YIR012W,+,chrIX,697
YIR013C,-,chrIX,11
YIR014W,+,chrIX,70
YIR015W,+,chrIX,44
YIR016W,+,chrIX,35
YIR017W-A,+,chrIX,32
YIR017C,-,chrIX,36
YIR018W,+,chrIX,45
YIR018C-A,-,chrIX,5328
YIR019C,-,chrIX,73
YIR020C,-,chrIX,7
YIR020W-A,+,chrIX,8
YIR021W,+,chrIX,63
YIR020C-B,-,chrIX,9
YIR021W-A,+,chrIX,41
YIR022W,+,chrIX,184
YIR023W,+,chrIX,203
YIR023C-A,-,chrIX,39
YIR024C,-,chrIX,195
YIR025W,+,chrIX,44
YIR026C,-,chrIX,195
YIR027C,-,chrIX,28
YIR028W,+,chrIX,30
YIR029W,+,chrIX,27
YIR030C,-,chrIX,44
YIR030W-A,+,chrIX,7
YIR031C,-,chrIX,85
YIR032C,-,chrIX,72
YIR033W,+,chrIX,249
YIR034C,-,chrIX,162
YIR035C,-,chrIX,184
YIR036W-A,+,chrIX,10
YIR036C,-,chrIX,42
YIR037W,+,chrIX,204
YIR038C,-,chrIX,48
YIR039C,-,chrIX,170
YIR040C,-,chrIX,13
YIR041W,+,chrIX,11
YIR042C,-,chrIX,28
YIR043C,-,chrIX,55
